O*NET-SOC Code	Alternate Title	Short Title	Source(s)
51-9199.00	Drum Handler	n/a	04,06
51-9199.00	Drum Maker	n/a	04,06
51-9199.00	Drum Worker	n/a	04,06
51-9199.00	Drummer	n/a	08
51-9199.00	Dry Box Operator	n/a	04,06
51-9199.00	Dry Cell Assembly Machine Tender	n/a	08
51-9199.00	Dry Cell Sealer	n/a	04,06,08
51-9199.00	Dry Cure Worker	n/a	04,06
51-9199.00	Dry Curer	n/a	08
51-9199.00	Dry Dip Worker	n/a	04,06
51-9199.00	Dry End Operator	n/a	04,06
51-9199.00	Dry House Attendant	n/a	04,06
51-9199.00	Dry House Operator	n/a	04,06
51-9199.00	Dry House Worker	n/a	06
51-9199.00	Dry Ice Machine Operator	n/a	04,06
51-9199.00	Dry Ice Maker	n/a	04,06
51-9199.00	Dry Yard Worker	n/a	04,06
51-9199.00	Dry-House Tender	n/a	08
51-9199.00	Dry-Pan Charger	n/a	08
51-9199.00	Drying Room Attendant	n/a	04
51-9199.00	Dubbing Machine Operator	n/a	04,06
51-9199.00	Ducker	n/a	04,06
51-9199.00	Dump Worker	n/a	04
51-9199.00	Dumpman	n/a	04,06
51-9199.00	Dust Box Tender	n/a	04,06
51-9199.00	Dust Box Worker	n/a	04,06
51-9199.00	Dust Brush Assembler	n/a	08
51-9199.00	Dust Collector Operator	n/a	04,06
51-9199.00	Dust Mop Maker	n/a	08
51-9199.00	Dust Operator	n/a	04,06
51-9199.00	Dust Puller	n/a	04,06
51-9199.00	Duster	n/a	08
51-9199.00	Duster Tender	n/a	04,06
51-9199.00	Dusting and Brushing Machine Operator	n/a	08
51-9199.00	Dye Weigher	n/a	08
51-9199.00	Dynamite Cartridge Crimper	n/a	08
51-9199.00	Dynamite Packing Machine Operator	n/a	08
51-9199.00	Dynamite Reclaimer	n/a	04,06
51-9199.00	Ear Machine Operator	n/a	04,06
51-9199.00	Ear Mold Laboratory Technician	n/a	08
51-9199.00	Ear Muff Assembler	n/a	08
51-9199.00	Earring Maker	n/a	08
51-9199.00	Edge Roller	n/a	08
51-9199.00	Edge Setter	n/a	08
51-9199.00	Edge Stainer	n/a	08
51-9199.00	Edge Stripper	n/a	08
51-9199.00	Edge Worker	n/a	04,06
51-9199.00	Edger Liner	n/a	04,06
51-9199.00	Edger Machine Operator	n/a	08
51-9199.00	Edger Tailer	n/a	04,06
51-9199.00	Edging Machine Setter	n/a	08
51-9199.00	Effervescent Salts Compounder	n/a	08
51-9199.00	Egg Breaker	n/a	04,06
51-9199.00	Egg Processor	n/a	08
51-9199.00	Elastic Tape Inserter	n/a	08
51-9199.00	Electric Blanket Wirer	n/a	08
51-9199.00	Electric Power Line Examiner	n/a	08
51-9199.00	Electric Power Machine Operator	n/a	04,06
51-9199.00	Electric Transfer Operator	n/a	04,06
51-9199.00	Electric Tripper Machine Operator	n/a	04,06
51-9199.00	Electrical Appliance Preparer	n/a	08
51-9199.00	Electrical Line Splicer	n/a	08
51-9199.00	Electrical Worker	n/a	04,06
51-9199.00	Electrifier Operator	n/a	08
51-9199.00	Electrolysis Operator	n/a	04,06
51-9199.00	Electronic Components Insertion Machine Tender	n/a	08
51-9199.00	Electronics Utility Worker	n/a	08
51-9199.00	Electronics Worker	n/a	08
51-9199.00	Emblem Maker	n/a	04,06
51-9199.00	Embosser	n/a	04,06,08
51-9199.00	Embosser Operator	n/a	08
51-9199.00	Embossing Machine Operator	n/a	08
51-9199.00	Embossing Machine Operator Helper	n/a	08
51-9199.00	Embossing Machine Tender	n/a	08
51-9199.00	Enamel Pulverizer	n/a	04,06
51-9199.00	Engraver Tender	n/a	08
51-9199.00	Envelope Machine Operator	n/a	08
51-9199.00	Envelope Patternmaker	n/a	08
51-9199.00	Equipment Operator	n/a	04
51-9199.00	Exhaust Equipment Operator	n/a	08
51-9199.00	Exhauster	n/a	04,06
51-9199.00	Exhibit Builder	n/a	08
51-9199.00	Expansion Joint Builder	n/a	08
51-9199.00	Expeller Operator	n/a	04,06
51-9199.00	Expeller Worker	n/a	04,06
51-9199.00	Explosive Operator	n/a	08
51-9199.00	Extracting Machine Operator	n/a	04,06
51-9199.00	Extractor Filler	n/a	04,06
51-9199.00	Extractor Operator	n/a	08
51-9199.00	Extruder Operator	n/a	08
51-9199.00	Extrusion Bender	n/a	08
51-9199.00	Extrusion Utility Worker	n/a	08
51-9199.00	Eye Dropper Assembler	n/a	08
51-9199.00	Eyeglass Frame Truer	n/a	04,06
51-9199.00	Eyelet Machine Operator	n/a	08
51-9199.00	Eyelet Punch Operator	n/a	08
51-9199.00	Fabric Lay Out Worker	n/a	04,06
51-9199.00	Fabric Normalizer	n/a	04,06,08
51-9199.00	Fabric Stretcher	n/a	08
51-9199.00	Factory Laborer	n/a	06
51-9199.00	Factory Worker	n/a	06
51-9199.00	Fagot Maker	n/a	04,06
51-9199.00	Fan Blade Aligner	n/a	08
51-9199.00	Faucets Assembler	n/a	08
51-9199.00	Feather Duster Winder	n/a	08
51-9199.00	Feather Maker	n/a	04,06
51-9199.00	Feather Shaper	n/a	08
51-9199.00	Feather Washer	n/a	08
51-9199.00	Felt Strip Finisher	n/a	08
51-9199.00	Felting Machine Operator	n/a	08
51-9199.00	Feltmaker and Weigher	n/a	08
51-9199.00	Fermentation Operator	n/a	08
51-9199.00	Fettler	n/a	04,06
51-9199.00	Fiber Worker	n/a	04,06
51-9199.00	Fiberglass Bonding Machine Tender	n/a	04,06
51-9199.00	Fiberglass Container Winding Operator	n/a	08
51-9199.00	Fiberglass Laminator	n/a	08
51-9199.00	Fiberglass Model Maker	n/a	08
51-9199.00	Fiberglass Tube Molder	n/a	08
51-9199.00	Fifth Hand	n/a	04,06
51-9199.00	Figurine Maker	n/a	04,06
51-9199.00	Filer and Sander	n/a	08
51-9199.00	Filler	n/a	04,06,08
51-9199.00	Filler Mixer	n/a	08
51-9199.00	Filler Room Attendant	n/a	04,06
51-9199.00	Filler Spreader	n/a	04,06
51-9199.00	Filling Machine Set-Up Mechanic	n/a	08
51-9199.00	Film Spooler	n/a	04,06,08
51-9199.00	Filter Changer	n/a	08
51-9199.00	Filter Worker	n/a	04,06
51-9199.00	Filters Assembler	n/a	08
51-9199.00	Final Assembler	n/a	08
51-9199.00	Finer	n/a	08
51-9199.00	Finger Buffs Assembler	n/a	08
51-9199.00	Finisher	n/a	04,08
51-9199.00	Finishing Machine Operator	n/a	08
51-9199.00	Finishing Machine Tender	n/a	04,06
51-9199.00	Fire Hose Curer	n/a	04,06
51-9199.00	Firesetter	n/a	04,06,08
51-9199.00	Fireworks Assembler	n/a	08
51-9199.00	Fireworks Maker	n/a	08
51-9199.00	Fish Bin Tender	n/a	04,06
51-9199.00	Fish Drier	n/a	04,06
51-9199.00	Fish Net Stringer	n/a	04,06,08
51-9199.00	Fish Rod Maker	n/a	04,06
51-9199.00	Fish Stringer Assembler	n/a	08
51-9199.00	Fish-Cake Maker	n/a	08
51-9199.00	Fishing Floats Assembler	n/a	08
51-9199.00	Fishing Lure Assembler	n/a	08
51-9199.00	Fishing Reel Assembler	n/a	08
51-9199.00	Fishing Rod Assembler	n/a	08
51-9199.00	Fishing Rod Marker	n/a	04,06
51-9199.00	Fitter	n/a	04
51-9199.00	Fitter Placer	n/a	08
51-9199.00	Fixing Machine Operator	n/a	08
51-9199.00	Flagger	n/a	04
51-9199.00	Flagman	n/a	06
51-9199.00	Flaker	n/a	04,06
51-9199.00	Flamer	n/a	08
51-9199.00	Flange Turner	n/a	04,06
51-9199.00	Flanger	n/a	04,06,08
51-9199.00	Flap Curer	n/a	04,06
51-9199.00	Flap Presser	n/a	04,06
51-9199.00	Flapper	n/a	04,06
51-9199.00	Flare Breaker	n/a	08
51-9199.00	Flare Maker	n/a	04,06
51-9199.00	Flaring Machine Operator	n/a	04,06
51-9199.00	Flask Carrier	n/a	04,06
51-9199.00	Flask Handler	n/a	04,06
51-9199.00	Flask Pusher	n/a	04,06
51-9199.00	Flat Screen Worker	n/a	04,06
51-9199.00	Flavor Room Worker	n/a	04,06,08
51-9199.00	Flexboard Operator	n/a	04,06
51-9199.00	Flexographic Press Operator	n/a	08
51-9199.00	Flexographic Press Plate Setter	n/a	08
51-9199.00	Flipper	n/a	04,06
51-9199.00	Flipping Machine Operator	n/a	04,06
51-9199.00	Flocker	n/a	04,06,08
51-9199.00	Floor Attendant	n/a	04,06
51-9199.00	Floor Winder	n/a	08
51-9199.00	Flour Worker	n/a	04,06
51-9199.00	Flower Machine Operator	n/a	08
51-9199.00	Flux Mixer	n/a	08
51-9199.00	Flux-Tube Attendant	n/a	08
51-9199.00	Fluxer	n/a	04,06
51-9199.00	Fly Tier	n/a	08
51-9199.00	Flying Squad Worker	n/a	04,06
51-9199.00	Foam Charger	n/a	04,06
51-9199.00	Foam Rubber Fabricator	n/a	08
51-9199.00	Foil Spinner	n/a	04,06
51-9199.00	Foil Spooler	n/a	04,06
51-9199.00	Folder	n/a	08
51-9199.00	Folder-Tier	n/a	08
51-9199.00	Folding Machine Feeder	n/a	08
51-9199.00	Folding Machine Operator	n/a	08
51-9199.00	Folding Machine Tender	n/a	08
51-9199.00	Food Mixer	n/a	08
51-9199.00	Foot Gatherer	n/a	04,06
51-9199.00	Foot Setter	n/a	04,06
51-9199.00	Foot Straightener	n/a	08
51-9199.00	Footman	n/a	06
51-9199.00	Forepart Laster	n/a	08
51-9199.00	Forker	n/a	04,06
51-9199.00	Form Coverer	n/a	04,06,08
51-9199.00	Form Maker	n/a	04,06
51-9199.00	Forming Process Line Worker	n/a	08
51-9199.00	Formula Room Worker	n/a	08
51-9199.00	Formula Weigher	n/a	08
51-9199.00	Forwarder	n/a	08
51-9199.00	Foundation Maker	n/a	08
51-9199.00	Foundry Hand	n/a	04,06
51-9199.00	Four Corner Stayer Machine Operator	n/a	08
51-9199.00	Fourdrinier Machine Tender	n/a	04,06
51-9199.00	Fourdrinier Operator	n/a	04,06
51-9199.00	Fourdrinier Tender	n/a	04,06
51-9199.00	Fourdrinier Wire Weaver	n/a	04,06
51-9199.00	Fourth Hand	n/a	04,06
51-9199.00	Fractionating Still Operator	n/a	04,06
51-9199.00	Frame Coverer	n/a	04,06
51-9199.00	Frame Hand	n/a	04,06
51-9199.00	Frame Stripper	n/a	04,06,08
51-9199.00	Frame Trimmer	n/a	08
51-9199.00	Framer	n/a	04,06,08
51-9199.00	Friction Paint Machine Tender	n/a	04,06
51-9199.00	Fringe Knotter	n/a	04,06
51-9199.00	Fringe Maker	n/a	04,06
51-9199.00	Front Sight Attacher	n/a	08
51-9199.00	Frozen Pie Maker	n/a	04,06,08
51-9199.00	Fruit Bar Maker	n/a	08
51-9199.00	Fruit Cutter	n/a	04,06
51-9199.00	Fruit Dumper	n/a	04,06
51-9199.00	Fruit Pitter	n/a	04,06
51-9199.00	Fruit Room Hand	n/a	04,06
51-9199.00	Fruit Trimmer	n/a	04,06
51-9199.00	Fruit Worker	n/a	04,06
51-9199.00	Fuel Cell Binder	n/a	04,06
51-9199.00	Fuel Cell Builder	n/a	04,06
51-9199.00	Fuel House Attendant	n/a	04,06
51-9199.00	Fuel Storage Technician	n/a	08
51-9199.00	Fuller	n/a	08
51-9199.00	Fulling Machine Operator	n/a	08
51-9199.00	Fumigator and Sterilizer	n/a	08
51-9199.00	Funnel Setter	n/a	04,06
51-9199.00	Fur Blender	n/a	08
51-9199.00	Fur Blower Operator	n/a	08
51-9199.00	Fur Floor Worker	n/a	08
51-9199.00	Fur Glazer	n/a	08
51-9199.00	Fur Nailer	n/a	08
51-9199.00	Furnace Charger	n/a	04,06
51-9199.00	Furnace Worker	n/a	08
51-9199.00	Furniture Assembler	n/a	08
51-9199.00	Furniture Assembler and Installer	n/a	08
51-9199.00	Furniture Cleaner	n/a	08
51-9199.00	Furniture Lumber Production Worker	n/a	04
51-9199.00	Furniture Servicer	n/a	04,06
51-9199.00	Fuse Assembler	n/a	08
51-9199.00	Fuse Coiler	n/a	04,06
51-9199.00	Fuse Maker	n/a	04,06,08
51-9199.00	Fuse Spooler	n/a	04,06
51-9199.00	Fusing Machine Tender	n/a	08
51-9199.00	Gaggerman	n/a	04,06
51-9199.00	Gang Knife Fish Chopper	n/a	04,06
51-9199.00	Gang Pusher	n/a	04,06
51-9199.00	Garland Machine Operator	n/a	04,06
51-9199.00	Garland Maker	n/a	04,06
51-9199.00	Garment Folder	n/a	04,06
51-9199.00	Garment Form Assembler	n/a	08
51-9199.00	Garment Sorter	n/a	08
51-9199.00	Garment Steamer	n/a	08
51-9199.00	Garment Turner	n/a	04,06
51-9199.00	Garnett Machine Operator	n/a	08
51-9199.00	Garnetter	n/a	08
51-9199.00	Garnisher	n/a	04,06
51-9199.00	Gas Charger	n/a	08
51-9199.00	Gas Check Pad Maker	n/a	08
51-9199.00	Gas Mask Assembler	n/a	08
51-9199.00	Gasman	n/a	06
51-9199.00	Gasser	n/a	08
51-9199.00	Gatherer	n/a	08
51-9199.00	Gathering Worker	n/a	04
51-9199.00	Gauge and Weigh Machine Adjuster	n/a	08
51-9199.00	Gauge Machine Operator	n/a	04,06
51-9199.00	Gelatin Maker, Utility	n/a	08
51-9199.00	General Laborer	n/a	08
51-9199.00	General Machine Operator	n/a	08
51-9199.00	General Repairer	n/a	08
51-9199.00	Getterer	n/a	08
51-9199.00	Gig Tender	n/a	08
51-9199.00	Glass Breaker	n/a	04,06
51-9199.00	Glass Bulb Machine Adjuster	n/a	08
51-9199.00	Glass Cutting or Grinding Production Machine Tender	n/a	08
51-9199.00	Glass Driller	n/a	08
51-9199.00	Glass Installer	n/a	08
51-9199.00	Glass Lathe Operator	n/a	04,06
51-9199.00	Glass Unloading Equipment Tender	n/a	08
51-9199.00	Glassware Defect Repairer	n/a	08
51-9199.00	Glazier	n/a	08
51-9199.00	Globe Mounter	n/a	04,06,08
51-9199.00	Glory Hole Tender	n/a	04,06
51-9199.00	Glove Boarder	n/a	04,06
51-9199.00	Glue Maker	n/a	04
51-9199.00	Glue Mill Operator	n/a	08
51-9199.00	Gluer	n/a	08
51-9199.00	Gluer and Wedger	n/a	08
51-9199.00	Gold Burnisher	n/a	04,06
51-9199.00	Gold Frame Assembler	n/a	08
51-9199.00	Gold Layer	n/a	04,06
51-9199.00	Gold Leaf Layer	n/a	04,06
51-9199.00	Gold Reclaimer	n/a	08
51-9199.00	Gold Stamper	n/a	04,06
51-9199.00	Golf Ball Cover Treater	n/a	08
51-9199.00	Golf Ball Marker	n/a	04,06
51-9199.00	Golf Ball Trimmer	n/a	08
51-9199.00	Golf Ball Winder	n/a	04,06
51-9199.00	Golf Club Assembler	n/a	08
51-9199.00	Golf Club Weighter	n/a	08
51-9199.00	Golf Shoe Spike Assembler	n/a	08
51-9199.00	Goods Layer	n/a	04,06
51-9199.00	Grab Operator	n/a	04,06
51-9199.00	Grain Spouter	n/a	04,06
51-9199.00	Granulator Tender	n/a	04,06,08
51-9199.00	Graphite Pan Drier Tender	n/a	04,06
51-9199.00	Gravel Machine Operator	n/a	04,06
51-9199.00	Grease and Tallow Pumper	n/a	04,06
51-9199.00	Grease Renderer	n/a	04,06
51-9199.00	Greaser	n/a	04,06
51-9199.00	Greaser Operator	n/a	08
51-9199.00	Green End Man	n/a	06
51-9199.00	Green End Worker	n/a	04
51-9199.00	Green Ware Caster	n/a	04,06
51-9199.00	Grey Roll Man	n/a	06
51-9199.00	Grey Roll Worker	n/a	04
51-9199.00	Gridcap Machine Operator	n/a	04,06
51-9199.00	Grinder	n/a	04
51-9199.00	Grip Assembler	n/a	08
51-9199.00	Grip Wrapper	n/a	08
51-9199.00	Grout Machine Tender	n/a	08
51-9199.00	Guide Winder	n/a	08
51-9199.00	Gum Puller	n/a	04,06
51-9199.00	Gum Remover	n/a	04,06
51-9199.00	Gun Stocker	n/a	04,06
51-9199.00	Gusset Maker	n/a	04,06
51-9199.00	Gut Carrier	n/a	04,06
51-9199.00	Hackler	n/a	04,06
51-9199.00	Hair Preparer	n/a	08
51-9199.00	Hair Worker	n/a	08
51-9199.00	Hairspring Studder	n/a	08
51-9199.00	Ham Marker	n/a	04,06
51-9199.00	Ham Passer	n/a	04,06
51-9199.00	Ham Stringer	n/a	04,06
51-9199.00	Hammer Adjuster	n/a	08
51-9199.00	Hammer Fitter	n/a	04,06
51-9199.00	Hand	n/a	04
51-9199.00	Hand Assembler for Puller-Over	n/a	08
51-9199.00	Hand Bender	n/a	08
51-9199.00	Hand Binder Stripper	n/a	04,06
51-9199.00	Hand Blocker	n/a	04,06,08
51-9199.00	Hand Box Coverer	n/a	04,06
51-9199.00	Hand Brim Ironer	n/a	08
51-9199.00	Hand Buffing Wheel Former	n/a	08
51-9199.00	Hand Button Splitter	n/a	04,06
51-9199.00	Hand Candy Cutter	n/a	04,06
51-9199.00	Hand Candy Molder	n/a	08
51-9199.00	Hand Cementer	n/a	04,06,08
51-9199.00	Hand Crocheter	n/a	08
51-9199.00	Hand Crown Pouncer	n/a	04,06,08
51-9199.00	Hand Deicer-Element Winder	n/a	08
51-9199.00	Hand Drawer-in	n/a	08
51-9199.00	Hand Driller	n/a	08
51-9199.00	Hand Dry Cleaner	n/a	08
51-9199.00	Hand Edge Bander	n/a	04,06,08
51-9199.00	Hand Embroiderer	n/a	08
51-9199.00	Hand Endband Cutter	n/a	04,06
51-9199.00	Hand Expansion Envelope Maker	n/a	08
51-9199.00	Hand Folder	n/a	08
51-9199.00	Hand Fur Cleaner	n/a	08
51-9199.00	Hand Gluer and Slicer	n/a	08
51-9199.00	Hand Hardener	n/a	04,06
51-9199.00	Hand Heel-Seat Fitter	n/a	08
51-9199.00	Hand Hide Stretcher	n/a	08
51-9199.00	Hand Kiss Setter	n/a	08
51-9199.00	Hand Knitter	n/a	08
51-9199.00	Hand Laminator	n/a	08
51-9199.00	Hand Laster	n/a	08
51-9199.00	Hand Loom Weaver	n/a	08
51-9199.00	Hand Marker	n/a	04,06,08
51-9199.00	Hand Meat Salter	n/a	04,06
51-9199.00	Hand Method Lasting Machine Operator	n/a	08
51-9199.00	Hand Mica Plate Layer	n/a	08
51-9199.00	Hand Mixer	n/a	04,06
51-9199.00	Hand Nailer	n/a	04,06,08
51-9199.00	Hand or Machine Paster	n/a	08
51-9199.00	Hand Ornament Maker	n/a	08
51-9199.00	Hand Paint Mixer	n/a	04,06,08
51-9199.00	Hand Paster	n/a	04,06
51-9199.00	Hand Patcher	n/a	04,06
51-9199.00	Hand Pattern Marker	n/a	04,06
51-9199.00	Hand Pleater	n/a	08
51-9199.00	Hand Plug Shaper	n/a	08
51-9199.00	Hand Riveter	n/a	08
51-9199.00	Hand Roller	n/a	08
51-9199.00	Hand Rug Braider	n/a	08
51-9199.00	Hand Salter	n/a	04,06
51-9199.00	Hand Sample Maker	n/a	08
51-9199.00	Hand Scudder	n/a	04,06
51-9199.00	Hand Sign Writer	n/a	08
51-9199.00	Hand Sizer	n/a	08
51-9199.00	Hand Stamper	n/a	04,06,08
51-9199.00	Hand Stapler	n/a	04,06,08
51-9199.00	Hand Stoner	n/a	04,06
51-9199.00	Hand Straightener	n/a	08
51-9199.00	Hand Stripper	n/a	04,06
51-9199.00	Hand Suture Winder	n/a	04,06
51-9199.00	Hand Tapper	n/a	08
51-9199.00	Hand Tennis Ball Coverer	n/a	04,06
51-9199.00	Hand Tube Bender	n/a	08
51-9199.00	Hand Tube Winder	n/a	08
51-9199.00	Hand Tufter	n/a	08
51-9199.00	Hand Upper and Bottom Lacer	n/a	08
51-9199.00	Hand Weaver	n/a	08
51-9199.00	Handbag Framer	n/a	08
51-9199.00	Handle and Vent Machine Operator	n/a	08
51-9199.00	Handle Assembler	n/a	08
51-9199.00	Handle Attacher	n/a	04,06
51-9199.00	Handle Turner	n/a	04,06
51-9199.00	Handler	n/a	04,06,08
51-9199.00	Hands Assembler	n/a	08
51-9199.00	Handyman	n/a	04
51-9199.00	Hanker	n/a	04,06
51-9199.00	Hardener	n/a	08
51-9199.00	Hardening Machine Operator	n/a	08
51-9199.00	Hardware Assembler	n/a	08
51-9199.00	Harness Fitter	n/a	04,06
51-9199.00	Harness Rigger	n/a	08
51-9199.00	Harness Worker	n/a	04,06
51-9199.00	Hassock Maker	n/a	08
51-9199.00	Hat and Cap Drying Room Attendant	n/a	04,06
51-9199.00	Hat Blocking Machine Operator	n/a	08
51-9199.00	Hat Braider	n/a	08
51-9199.00	Hat Finisher	n/a	08
51-9199.00	Hat Finishing Materials Preparer	n/a	08
51-9199.00	Hat Forming Machine Operator	n/a	08
51-9199.00	Hatter	n/a	08
51-9199.00	Head Screen Worker	n/a	04,06
51-9199.00	Head-End Desizing Machine Operator	n/a	08
51-9199.00	Header	n/a	04,06,08
51-9199.00	Header Up	n/a	04,06
51-9199.00	Heading Maker	n/a	04,06
51-9199.00	Heading Matcher and Assembler	n/a	08
51-9199.00	Heading Repairer	n/a	08
51-9199.00	Heading Up Machine Operator	n/a	04,06
51-9199.00	Heel Compressor	n/a	08
51-9199.00	Heel Pricker	n/a	08
51-9199.00	Heel Scorer	n/a	08
51-9199.00	Helmet Coverer	n/a	08
51-9199.00	Hide and Skin Colerer	n/a	04,06
51-9199.00	Hide Curer	n/a	04,06
51-9199.00	Hide Handler	n/a	04,06
51-9199.00	Hide Mill Man	n/a	06
51-9199.00	Hide Mill Worker	n/a	04
51-9199.00	Hide Paster	n/a	04,06
51-9199.00	Hide Salter	n/a	04,06
51-9199.00	Hide Splitter	n/a	04,06,08
51-9199.00	Hide Spreader	n/a	04,06
51-9199.00	Hide Washer	n/a	04,06
51-9199.00	Hide Worker	n/a	04,06
51-9199.00	Hides and Skins Colorer	n/a	08
51-9199.00	Hides Soaker	n/a	08
51-9199.00	High-Density Finishing Operator	n/a	08
51-9199.00	Hog Counter	n/a	04,06
51-9199.00	Hog Driver	n/a	04,06
51-9199.00	Hog Pusher	n/a	04,06
51-9199.00	Hog Scraper	n/a	04,06
51-9199.00	Hogshead Hooper	n/a	08
51-9199.00	Hogshead Mat Assembler	n/a	08
51-9199.00	Hogshead Opener	n/a	04,06
51-9199.00	Hogshead Salvage	n/a	04,06
51-9199.00	Hoister	n/a	04,06
51-9199.00	Holder	n/a	04,06
51-9199.00	Hole Filler	n/a	04,06
51-9199.00	Hollow Handle Bench Worker	n/a	08
51-9199.00	Hollow Handle Knife Assembler	n/a	08
51-9199.00	Hollow Ware Maker	n/a	04,06
51-9199.00	Honeycomb Decapper	n/a	06,08
51-9199.00	Hoof Trimmer	n/a	04,06
51-9199.00	Hook Puller	n/a	04,06
51-9199.00	Hook Up	n/a	04,06
51-9199.00	Hooker Off	n/a	04,06
51-9199.00	Hooker On	n/a	04,06
51-9199.00	Hooker Up	n/a	04,06
51-9199.00	Hooker-Laster	n/a	08
51-9199.00	Horseradish Maker	n/a	08
51-9199.00	Hose Coupling Joiner	n/a	08
51-9199.00	Hose Maker	n/a	08
51-9199.00	Hose Stripper	n/a	04,06
51-9199.00	Hose Wrapper	n/a	08
51-9199.00	Hot Braider	n/a	04,06
51-9199.00	Hot Patcher	n/a	04,06
51-9199.00	Hot Pipe Gauger	n/a	04,06
51-9199.00	Hot Pond Operator	n/a	04,06
51-9199.00	Hot-Stone Setter	n/a	08
51-9199.00	Hot-Wire Glass Tube Cutter	n/a	08
51-9199.00	Hothouse Worker	n/a	08
51-9199.00	Houseman	n/a	04
51-9199.00	Hull and Deck Remover	n/a	08
51-9199.00	Humidifier Attendant	n/a	04,06
51-9199.00	Humidifier Operator	n/a	04,06,08
51-9199.00	Hydraulic Blocker	n/a	08
51-9199.00	Hydraulic Chair Assembler	n/a	08
51-9199.00	Hydrogenation Operator	n/a	08
51-9199.00	Hypo Dipper	n/a	04,06
51-9199.00	Igniter Capper	n/a	04,06
51-9199.00	Impregnating Machine Operator	n/a	04,06
51-9199.00	Inflated Ball Molder	n/a	08
51-9199.00	Inner Tube Inserter	n/a	08
51-9199.00	Inserter	n/a	04,06
51-9199.00	Inserting Machine Operator	n/a	04,06
51-9199.00	Inset Cutter	n/a	08
51-9199.00	Insole Channeler	n/a	08
51-9199.00	Insole Reinforcer	n/a	08
51-9199.00	Installer	n/a	08
51-9199.00	Instrument Assembler	n/a	08
51-9199.00	Instrument Sterilizer	n/a	04,06
51-9199.00	Insulating Machine Operator	n/a	08
51-9199.00	Insulation and Flooring Assembler	n/a	08
51-9199.00	Insulator	n/a	04,06
51-9199.00	Interior Assemblies Developer Prover	n/a	08
51-9199.00	Interlacer	n/a	08
51-9199.00	Inverted-Block Operator	n/a	04,06
51-9199.00	Iron Carrier	n/a	04,06
51-9199.00	Iron Handler	n/a	04,06
51-9199.00	Iron Piler	n/a	04,06
51-9199.00	Iron-Plastic Bullet Maker	n/a	08
51-9199.00	Ironer	n/a	08
51-9199.00	Jacket Changer	n/a	04,06
51-9199.00	Jacquard Card Lacer	n/a	08
51-9199.00	Jacquard Twine Polisher Operator	n/a	08
51-9199.00	Jamb Cutter	n/a	04,06
51-9199.00	Japanner	n/a	04,06
51-9199.00	Jet Wiper	n/a	04,06,08
51-9199.00	Jewel Bearing Driller	n/a	08
51-9199.00	Jewel Hole Driller	n/a	08
51-9199.00	Jewel Inserter	n/a	08
51-9199.00	Jewel Staker	n/a	08
51-9199.00	Jewel Stringer	n/a	04,06
51-9199.00	Jewel Waxer	n/a	04,06
51-9199.00	Jewelry Dipper	n/a	04,06
51-9199.00	Jewelry Facer	n/a	04,06
51-9199.00	Jewelry Racker	n/a	04,06
51-9199.00	Jig Builder	n/a	08
51-9199.00	Jig Filler	n/a	04,06
51-9199.00	Jig Fitter	n/a	08
51-9199.00	Jigger	n/a	04,06
51-9199.00	Jigger Crown Pouncing Machine Operator	n/a	08
51-9199.00	Job Hand	n/a	04,06
51-9199.00	Job Press Feeder	n/a	04,06
51-9199.00	Joiner	n/a	08
51-9199.00	Juice Packaging Machines Setter	n/a	08
51-9199.00	Junction Maker	n/a	04,06,08
51-9199.00	Kapok and Cotton Machine Operator	n/a	08
51-9199.00	Kettle Loader	n/a	04,06
51-9199.00	Kettle Operator	n/a	08
51-9199.00	Key Ringer	n/a	04,06
51-9199.00	Keyboard Action Assembler	n/a	08
51-9199.00	Keying Machine Operator	n/a	08
51-9199.00	Keymodule Assembly Machine Tender	n/a	08
51-9199.00	Kibbler	n/a	04,06
51-9199.00	Kick Press Operator	n/a	08
51-9199.00	Kiln Drawer	n/a	04,06
51-9199.00	Kiln Loader	n/a	04,06
51-9199.00	Kiln Puller	n/a	04,06
51-9199.00	Kiln Pusher	n/a	04,06
51-9199.00	Kiln Setter	n/a	04,06
51-9199.00	Kiln Worker	n/a	04,06
51-9199.00	Kilnman	n/a	04,06
51-9199.00	Kingsbury Machine Operator	n/a	04,06
51-9199.00	Kneader	n/a	04,06
51-9199.00	Knit Goods Press Hand	n/a	04,06
51-9199.00	Knock-Out Hand	n/a	08
51-9199.00	Knock-Up Assembler	n/a	08
51-9199.00	Knocker	n/a	04,06
51-9199.00	Knocker Off	n/a	04,06
51-9199.00	Knocker Out	n/a	04,06
51-9199.00	Knockout Machine Operator	n/a	04,06
51-9199.00	Knockout Man	n/a	06
51-9199.00	Knockout Worker	n/a	04
51-9199.00	Knot Borer	n/a	04,06
51-9199.00	Knot Tier	n/a	04,06
51-9199.00	Knotter	n/a	04,06
51-9199.00	Knotting Machine Operator	n/a	04,06
51-9199.00	Kosher Sealer	n/a	04,06
51-9199.00	Kraft Digester Operator	n/a	04,06
51-9199.00	Kraft Mill Operator	n/a	04,06
51-9199.00	Label Remover	n/a	04,06
51-9199.00	Labels Molder	n/a	08
51-9199.00	Lace Burn-Out Tender	n/a	08
51-9199.00	Lace Paper Machine Operator	n/a	08
51-9199.00	Lace Roller Operator	n/a	08
51-9199.00	Lacer	n/a	08
