<?[a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4}>?	EMAIL	2
< [a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4} >	EMAIL	2
((([a-za-z]{3,9}:(?:\\?\/\\?\/)?)(?:[-;:&=\+\$,\w]+@)?[a-za-z0-9.-]+|(?:www.|[-;:&=\+\$,\w]+@)[a-za-z0-9.-]+)(?::[0-9]+)?((?:\\?\/[\+~%\\?\/.\w_-]*)?\??(?:[-\+=&;%@.\w_]*)#?(?:[.\!\\?\/\\w]*))?)	URL	1
.*\.(ca|gov|com|edu|net|org|uk|us)	URL	1
neunhausen	CITY	LOCATION	1
niederanven	CITY	LOCATION	1
niedercorn	CITY	LOCATION	1
niederdonven	CITY	LOCATION	1
niederfeulen	CITY	LOCATION	1
nocher	CITY	LOCATION	1
noerdange	CITY	LOCATION	1
noertrange	CITY	LOCATION	1
noertzange	CITY	LOCATION	1
nommern	CITY	LOCATION	1
nospelt	CITY	LOCATION	1
nothum	CITY	LOCATION	1
oberanven	CITY	LOCATION	1
obercorn	CITY	LOCATION	1
oberdonven	CITY	LOCATION	1
oberfeulen	CITY	LOCATION	1
oberwampach	CITY	LOCATION	1
oetrange	CITY	LOCATION	1
olingen	CITY	LOCATION	1
olm	CITY	LOCATION	1
ospern	CITY	LOCATION	1
osweiler	CITY	LOCATION	1
peppange	CITY	LOCATION	1
perle	CITY	LOCATION	1
petange	CITY	LOCATION	1
petit-nobressart	CITY	LOCATION	1
petit nobressart	CITY	LOCATION	1
pettingen	CITY	LOCATION	1
pintsch	CITY	LOCATION	1
pissange	CITY	LOCATION	1
platen	CITY	LOCATION	1
pommerloch	CITY	LOCATION	1
pontpierre	CITY	LOCATION	1
pratz	CITY	LOCATION	1
prettange	CITY	LOCATION	1
putscheid	CITY	LOCATION	1
rambrouch	CITY	LOCATION	1
rameldange	CITY	LOCATION	1
reckange	CITY	LOCATION	1
reckange-sur-mess	CITY	LOCATION	1
reckange sur mess	CITY	LOCATION	1
redange	CITY	LOCATION	1
reichlange	CITY	LOCATION	1
reisdorf	CITY	LOCATION	1
remerschen	CITY	LOCATION	1
remich	CITY	LOCATION	1
reuland	CITY	LOCATION	1
reuler	CITY	LOCATION	1
rippig	CITY	LOCATION	1
rippweiler	CITY	LOCATION	1
rodange	CITY	LOCATION	1
rodenbourg	CITY	LOCATION	1
roder	CITY	LOCATION	1
rodershausen	CITY	LOCATION	1
roedgen	CITY	LOCATION	1
roeser	CITY	LOCATION	1
rollingen	CITY	LOCATION	1
rolling	CITY	LOCATION	1
rombach	CITY	LOCATION	1
roodt	CITY	LOCATION	1
rosport	CITY	LOCATION	1
saeul	CITY	LOCATION	1
sandweiler	CITY	LOCATION	1
sanem	CITY	LOCATION	1
sassel	CITY	LOCATION	1
schandel	CITY	LOCATION	1
scheidgen	CITY	LOCATION	1
schengen	CITY	LOCATION	1
schieren	CITY	LOCATION	1
schifflange	CITY	LOCATION	1
schleif	CITY	LOCATION	1
schlindermanderscheid	CITY	LOCATION	1
schoenfels	CITY	LOCATION	1
schoos	CITY	LOCATION	1
schouweiler	CITY	LOCATION	1
schrassig	CITY	LOCATION	1
schrondweiler	CITY	LOCATION	1
schuttrange	CITY	LOCATION	1
schwebach	CITY	LOCATION	1
schwebsingen	CITY	LOCATION	1
schweich	CITY	LOCATION	1
selscheid	CITY	LOCATION	1
senningen	CITY	LOCATION	1
septfontaines	CITY	LOCATION	1
siebenaler	CITY	LOCATION	1
soleuvre	CITY	LOCATION	1
sonlez	CITY	LOCATION	1
stadtbredimus	CITY	LOCATION	1
stegen	CITY	LOCATION	1
steinfort	CITY	LOCATION	1
steinheim	CITY	LOCATION	1
steinsel	CITY	LOCATION	1
stockem	CITY	LOCATION	1
stolzembourg	CITY	LOCATION	1
strassen	CITY	LOCATION	1
surre	CITY	LOCATION	1
syren	CITY	LOCATION	1
tandel	CITY	LOCATION	1
tarchamps	CITY	LOCATION	1
tetange	CITY	LOCATION	1
trintange	CITY	LOCATION	1
troisvierges	CITY	LOCATION	1
tuntange	CITY	LOCATION	1
uebersyren	CITY	LOCATION	1
urspelt	CITY	LOCATION	1
useldange	CITY	LOCATION	1
vianden	CITY	LOCATION	1
vichten	CITY	LOCATION	1
wahlhausen	CITY	LOCATION	1
wahl	CITY	LOCATION	1
waldbillig	CITY	LOCATION	1
waldbredimus	CITY	LOCATION	1
walferdange	CITY	LOCATION	1
walsdorf	CITY	LOCATION	1
warken	CITY	LOCATION	1
wasserbillig	CITY	LOCATION	1
watrange	CITY	LOCATION	1
wecker	CITY	LOCATION	1
weicherdange	CITY	LOCATION	1
weilerbach	CITY	LOCATION	1
weiler-la-tour	CITY	LOCATION	1
weiler la tour	CITY	LOCATION	1
weiler	CITY	LOCATION	1
weiswampach	CITY	LOCATION	1
welfrange	CITY	LOCATION	1
welscheid	CITY	LOCATION	1
wickrange	CITY	LOCATION	1
wiltz	CITY	LOCATION	1
wilwerdange	CITY	LOCATION	1
wilwerwiltz	CITY	LOCATION	1
wincrange	CITY	LOCATION	1
winseler	CITY	LOCATION	1
wintrange	CITY	LOCATION	1
wolwelange	CITY	LOCATION	1
wormeldange	CITY	LOCATION	1
zittig	CITY	LOCATION	1
ainazi	CITY	LOCATION	1
aizkraukle	CITY	LOCATION	1
aizpute	CITY	LOCATION	1
akniste	CITY	LOCATION	1
aloja	CITY	LOCATION	1
aluksne	CITY	LOCATION	1
ape	CITY	LOCATION	1
auce	CITY	LOCATION	1
baldone	CITY	LOCATION	1
balozi	CITY	LOCATION	1
balvi	CITY	LOCATION	1
bauska	CITY	LOCATION	1
broceni	CITY	LOCATION	1
cesis	CITY	LOCATION	1
cesvaine	CITY	LOCATION	1
dagda	CITY	LOCATION	1
daugavpils	CITY	LOCATION	1
dobele	CITY	LOCATION	1
durbe	CITY	LOCATION	1
grobina	CITY	LOCATION	1
gulbene	CITY	LOCATION	1
ikskile	CITY	LOCATION	1
ilukste	CITY	LOCATION	1
jaunjelgava	CITY	LOCATION	1
jelgava	CITY	LOCATION	1
jurmala	CITY	LOCATION	1
kalnciems	CITY	LOCATION	1
kandava	CITY	LOCATION	1
karsava	CITY	LOCATION	1
kegums	CITY	LOCATION	1
kraslava	CITY	LOCATION	1
kuldiga	CITY	LOCATION	1
lielvarde	CITY	LOCATION	1
liepaja	CITY	LOCATION	1
ligatne	CITY	LOCATION	1
limbazi	CITY	LOCATION	1
livani	CITY	LOCATION	1
lubana	CITY	LOCATION	1
ludza	CITY	LOCATION	1
madona	CITY	LOCATION	1
mazsalaca	CITY	LOCATION	1
ogre	CITY	LOCATION	1
olaine	CITY	LOCATION	1
pavilosta	CITY	LOCATION	1
piltene	CITY	LOCATION	1
plavinas	CITY	LOCATION	1
priekule	CITY	LOCATION	1
rezekne	CITY	LOCATION	1
riga	CITY	LOCATION	1
rujiena	CITY	LOCATION	1
sabile	CITY	LOCATION	1
salacgriva	CITY	LOCATION	1
salaspils	CITY	LOCATION	1
saldus	CITY	LOCATION	1
saulkrasti	CITY	LOCATION	1
seda	CITY	LOCATION	1
sigulda	CITY	LOCATION	1
skrunda	CITY	LOCATION	1
smiltene	CITY	LOCATION	1
staicele	CITY	LOCATION	1
stende	CITY	LOCATION	1
strenci	CITY	LOCATION	1
subate	CITY	LOCATION	1
talsi	CITY	LOCATION	1
tukums	CITY	LOCATION	1
valdemarpils	CITY	LOCATION	1
valka	CITY	LOCATION	1
valmiera	CITY	LOCATION	1
vangazi	CITY	LOCATION	1
varaklani	CITY	LOCATION	1
ventspils	CITY	LOCATION	1
viesite	CITY	LOCATION	1
vilaka	CITY	LOCATION	1
vilani	CITY	LOCATION	1
zilupe	CITY	LOCATION	1
ajdabiya	CITY	LOCATION	1
awbari	CITY	LOCATION	1
awjilah	CITY	LOCATION	1
bani walid	CITY	LOCATION	2
bani-walid	CITY	LOCATION	2
bardiyah	CITY	LOCATION	1
benghazi	CITY	LOCATION	1
darnah	CITY	LOCATION	1
gat	CITY	LOCATION	1
hun	CITY	LOCATION	1
jadu	CITY	LOCATION	1
jalu	CITY	LOCATION	1
marzuq	CITY	LOCATION	1
masallatah	CITY	LOCATION	1
misratah	CITY	LOCATION	1
mizdah	CITY	LOCATION	1
nalut	CITY	LOCATION	1
sabha	CITY	LOCATION	1
sabratah	CITY	LOCATION	1
suluq	CITY	LOCATION	1
surman	CITY	LOCATION	1
surt	CITY	LOCATION	1
tarhunah	CITY	LOCATION	1
tubruq	CITY	LOCATION	1
tukrah	CITY	LOCATION	1
waddan	CITY	LOCATION	1
yafran	CITY	LOCATION	1
zaltan	CITY	LOCATION	1
zlitan	CITY	LOCATION	1
zuwarah	CITY	LOCATION	1
agadir	CITY	LOCATION	1
asfi	CITY	LOCATION	1
asilah	CITY	LOCATION	1
azimur	CITY	LOCATION	1
casablanca	CITY	LOCATION	1
fez	CITY	LOCATION	1
kenitra	CITY	LOCATION	1
marrakesh	CITY	LOCATION	1
martil	CITY	LOCATION	1
mrirt	CITY	LOCATION	1
nador	CITY	LOCATION	1
rabat	CITY	LOCATION	1
sidi qasim	CITY	LOCATION	2
sidi-qasim	CITY	LOCATION	2
tangier	CITY	LOCATION	1
tarudant	CITY	LOCATION	1
tawnat	CITY	LOCATION	1
tetouan	CITY	LOCATION	1
tiznit	CITY	LOCATION	1
wazzan	CITY	LOCATION	1
balti	CITY	LOCATION	1
basarabeasca	CITY	LOCATION	1
briceni	CITY	LOCATION	1
cahul	CITY	LOCATION	1
calarasi	CITY	LOCATION	1
camenca	CITY	LOCATION	1
chisinau	CITY	LOCATION	1
cimislia	CITY	LOCATION	1
comrat	CITY	LOCATION	1
dnestrovsc	CITY	LOCATION	1
donduseni	CITY	LOCATION	1
drochia	CITY	LOCATION	1
dubasari	CITY	LOCATION	1
edinet	CITY	LOCATION	1
falesti	CITY	LOCATION	1
floresti	CITY	LOCATION	1
glodeni	CITY	LOCATION	1
leova	CITY	LOCATION	1
nisporeni	CITY	LOCATION	1
ocnita	CITY	LOCATION	1
orhei	CITY	LOCATION	1
rabnita	CITY	LOCATION	1
rascani	CITY	LOCATION	1
rezina	CITY	LOCATION	1
slobozia	CITY	LOCATION	1
soroca	CITY	LOCATION	1
straseni	CITY	LOCATION	1
taraclia	CITY	LOCATION	1
telenesti	CITY	LOCATION	1
tighina	CITY	LOCATION	1
ungheni	CITY	LOCATION	1
vulcanesti	CITY	LOCATION	1
ambalavao	CITY	LOCATION	1
ambanja	CITY	LOCATION	1
ambatofinandrahana	CITY	LOCATION	1
ambatolampy	CITY	LOCATION	1
ambatondrazaka	CITY	LOCATION	1
ambilobe	CITY	LOCATION	1
amboasary	CITY	LOCATION	1
ambodifototra	CITY	LOCATION	1
ambositra	CITY	LOCATION	1
ambovombe	CITY	LOCATION	1
ampanihy	CITY	LOCATION	1
amparafaravola	CITY	LOCATION	1
andapa	CITY	LOCATION	1
andevoranto	CITY	LOCATION	1
andilamena	CITY	LOCATION	1
anjozorobe	CITY	LOCATION	1
ankazoabo	CITY	LOCATION	1
ankazobe	CITY	LOCATION	1
antalaha	CITY	LOCATION	1
antananarivo	CITY	LOCATION	1
antanifotsy	CITY	LOCATION	1
antsirabe	CITY	LOCATION	1
antsohihy	CITY	LOCATION	1
arivonimamo	CITY	LOCATION	1
bealanana	CITY	LOCATION	1
beloha	CITY	LOCATION	1
beroroha	CITY	LOCATION	1
betafo	CITY	LOCATION	1
betioky	CITY	LOCATION	1
fandriana	CITY	LOCATION	1
farafangana	CITY	LOCATION	1
fenoarivo atsinanana	CITY	LOCATION	2
fenoarivo-atsinanana	CITY	LOCATION	2
fenoarivo	CITY	LOCATION	1
fianarantsoa	CITY	LOCATION	1
ifanadiana	CITY	LOCATION	1
ihosy	CITY	LOCATION	1
ikalamavony	CITY	LOCATION	1
ikongo	CITY	LOCATION	1
mahajanga	CITY	LOCATION	1
mahanoro	CITY	LOCATION	1
manakara	CITY	LOCATION	1
mananara	CITY	LOCATION	1
mananjary	CITY	LOCATION	1
manjakandriana	CITY	LOCATION	1
maroantsetra	CITY	LOCATION	1
marolambo	CITY	LOCATION	1
marovoay	CITY	LOCATION	1
miandrivazo	CITY	LOCATION	1
moramanga	CITY	LOCATION	1
morondava	CITY	LOCATION	1
nosy varika	CITY	LOCATION	2
nosy-varika	CITY	LOCATION	2
sakaraha	CITY	LOCATION	1
sambava	CITY	LOCATION	1
soanierana ivongo	CITY	LOCATION	2
soanierana-ivongo	CITY	LOCATION	2
soavinandriana	CITY	LOCATION	1
taolanaro	CITY	LOCATION	1
toamasina	CITY	LOCATION	1
toliary	CITY	LOCATION	1
tsaratanana	CITY	LOCATION	1
tsihombe	CITY	LOCATION	1
tsiroanomandidy	CITY	LOCATION	1
vangaindrano	CITY	LOCATION	1
vavatenina	CITY	LOCATION	1
vohibinany	CITY	LOCATION	1
vondrozo	CITY	LOCATION	1
aracinovo	CITY	LOCATION	1
bac	CITY	LOCATION	1
belcista	CITY	LOCATION	1
berovo	CITY	LOCATION	1
bistrica	CITY	LOCATION	1
bitola	CITY	LOCATION	1
blatec	CITY	LOCATION	1
bogdanci	CITY	LOCATION	1
bogomila	CITY	LOCATION	1
bogovinje	CITY	LOCATION	1
bosilovo	CITY	LOCATION	1
brod	CITY	LOCATION	1
brvenica	CITY	LOCATION	1
capari	CITY	LOCATION	1
caska	CITY	LOCATION	1
cegrane	CITY	LOCATION	1
cesinovo	CITY	LOCATION	1
cucer	CITY	LOCATION	1
debar	CITY	LOCATION	1
delcevo	CITY	LOCATION	1
delogozdi	CITY	LOCATION	1
demir hisar	CITY	LOCATION	2
demir-hisar	CITY	LOCATION	2
demir kapija	CITY	LOCATION	2
demir-kapija	CITY	LOCATION	2
dobrusevo	CITY	LOCATION	1
dolna banjica	CITY	LOCATION	2
dolna-banjica	CITY	LOCATION	2
dolneni	CITY	LOCATION	1
drugovo	CITY	LOCATION	1
dzepciste	CITY	LOCATION	1
gevgelija	CITY	LOCATION	1
gostivar	CITY	LOCATION	1
gradsko	CITY	LOCATION	1
ilinden	CITY	LOCATION	1
izvor	CITY	LOCATION	1
jegunovce	CITY	LOCATION	1
kamenica	CITY	LOCATION	1
kamenjane	CITY	LOCATION	1
karbinci	CITY	LOCATION	1
kavadarci	CITY	LOCATION	1
kicevo	CITY	LOCATION	1
klecevce	CITY	LOCATION	1
kocani	CITY	LOCATION	1
konce	CITY	LOCATION	1
konopiste	CITY	LOCATION	1
kosel	CITY	LOCATION	1
kratovo	CITY	LOCATION	1
kriva palanka	CITY	LOCATION	2
kriva-palanka	CITY	LOCATION	2
krivogastani	CITY	LOCATION	1
kuklis	CITY	LOCATION	1
kukurecani	CITY	LOCATION	1
kumanovo	CITY	LOCATION	1
labunista	CITY	LOCATION	1
lipkovo	CITY	LOCATION	1
lozovo	CITY	LOCATION	1
lukovo	CITY	LOCATION	1
mavrovi anovi	CITY	LOCATION	2
mavrovi-anovi	CITY	LOCATION	2
meseista	CITY	LOCATION	1
miravci	CITY	LOCATION	1
mogila	CITY	LOCATION	1
murtino	CITY	LOCATION	1
negotino	CITY	LOCATION	1
negotino-polosko	CITY	LOCATION	1
negotino polosko	CITY	LOCATION	1
novaci	CITY	LOCATION	1
novo selo	CITY	LOCATION	2
novo-selo	CITY	LOCATION	2
oblesevo	CITY	LOCATION	1
ohrid	CITY	LOCATION	1
orasac	CITY	LOCATION	1
orizari	CITY	LOCATION	1
oslomej	CITY	LOCATION	1
petrovec	CITY	LOCATION	1
plasnica	CITY	LOCATION	1
podares	CITY	LOCATION	1
prilep	CITY	LOCATION	1
probistip	CITY	LOCATION	1
radovis	CITY	LOCATION	1
rankovce	CITY	LOCATION	1
resen	CITY	LOCATION	1
rosoman	CITY	LOCATION	1
rostusa	CITY	LOCATION	1
samokov	CITY	LOCATION	1
saraj	CITY	LOCATION	1
sipkovica	CITY	LOCATION	1
skopje	CITY	LOCATION	1
sopiste	CITY	LOCATION	1
sopotnica	CITY	LOCATION	1
srbinovo	CITY	LOCATION	1
staravina	CITY	LOCATION	1
star dojran	CITY	LOCATION	2
star-dojran	CITY	LOCATION	2
staro nagoricane	CITY	LOCATION	2
staro-nagoricane	CITY	LOCATION	2
stip	CITY	LOCATION	1
struga	CITY	LOCATION	1
strumica	CITY	LOCATION	1
studenicani	CITY	LOCATION	1
sveti nikole	CITY	LOCATION	2
sveti-nikole	CITY	LOCATION	2
tearce	CITY	LOCATION	1
tetovo	CITY	LOCATION	1
topolcani	CITY	LOCATION	1
valandovo	CITY	LOCATION	1
vasilevo	CITY	LOCATION	1
velesta	CITY	LOCATION	1
veles	CITY	LOCATION	1
vevcani	CITY	LOCATION	1
vinica	CITY	LOCATION	1
vitoliste	CITY	LOCATION	1
vranestica	CITY	LOCATION	1
vrapciste	CITY	LOCATION	1
vratnica	CITY	LOCATION	1
zajas	CITY	LOCATION	1
zelenikovo	CITY	LOCATION	1
zelino	CITY	LOCATION	1
zitose	CITY	LOCATION	1
zletovo	CITY	LOCATION	1
zrnovci	CITY	LOCATION	1
bafoulabe	CITY	LOCATION	1
bamako	CITY	LOCATION	1
banamba	CITY	LOCATION	1
bandiagara	CITY	LOCATION	1
bougouni	CITY	LOCATION	1
djenne	CITY	LOCATION	1
douentza	CITY	LOCATION	1
gao	CITY	LOCATION	1
goundam	CITY	LOCATION	1
kangaba	CITY	LOCATION	1
kati	CITY	LOCATION	1
kayes	CITY	LOCATION	1
kidal	CITY	LOCATION	1
kimparana	CITY	LOCATION	1
kita	CITY	LOCATION	1
kolokani	CITY	LOCATION	1
kolondieba	CITY	LOCATION	1
koulikoro	CITY	LOCATION	1
koutiala	CITY	LOCATION	1
markala	CITY	LOCATION	1
mopti	CITY	LOCATION	1
niono	CITY	LOCATION	1
nioro	CITY	LOCATION	1
san	CITY	LOCATION	1
segou	CITY	LOCATION	1
sikasso	CITY	LOCATION	1
tenenkou	CITY	LOCATION	1
tessalit	CITY	LOCATION	1
tombouctou	CITY	LOCATION	1
yorosso	CITY	LOCATION	1
akyab	CITY	LOCATION	1
allanmyo	CITY	LOCATION	1
bago	CITY	LOCATION	1
banmo	CITY	LOCATION	1
bogale	CITY	LOCATION	1
chauk	CITY	LOCATION	1
dawei	CITY	LOCATION	1
falam	CITY	LOCATION	1
henzada	CITY	LOCATION	1
kanbe	CITY	LOCATION	1
kanbe	CITY	LOCATION	1
katha	CITY	LOCATION	1
kayan	CITY	LOCATION	1
kyaikkami	CITY	LOCATION	1
kyaiklat	CITY	LOCATION	1
kyaikto	CITY	LOCATION	1
kyaukse	CITY	LOCATION	1
labutta	CITY	LOCATION	1
lashio	CITY	LOCATION	1
letpadan	CITY	LOCATION	1
loikaw	CITY	LOCATION	1
magway	CITY	LOCATION	1
mandalay	CITY	LOCATION	1
martaban	CITY	LOCATION	1
maubin	CITY	LOCATION	1
mawlaik	CITY	LOCATION	1
mawlamyine	CITY	LOCATION	1
maymyo	CITY	LOCATION	1
meiktila	CITY	LOCATION	1
mergui	CITY	LOCATION	1
minbu	CITY	LOCATION	1
mogok	CITY	LOCATION	1
monywa	CITY	LOCATION	1
moulmeingyun	CITY	LOCATION	1
mudon	CITY	LOCATION	1
myanaung	CITY	LOCATION	1
myingyan	CITY	LOCATION	1
myitkyina	CITY	LOCATION	1
nyaunglebin	CITY	LOCATION	1
pakokku	CITY	LOCATION	1
pathein	CITY	LOCATION	1
paungde	CITY	LOCATION	1
pyapon	CITY	LOCATION	1
pyay	CITY	LOCATION	1
pyinmana	CITY	LOCATION	1
pyu	CITY	LOCATION	1
rangoon	CITY	LOCATION	1
sagaing	CITY	LOCATION	1
shwebo	CITY	LOCATION	1
syriam	CITY	LOCATION	1
taungdwingyi	CITY	LOCATION	1
taunggyi	CITY	LOCATION	1
thanatpin	CITY	LOCATION	1
tharrawaddy	CITY	LOCATION	1
thaton	CITY	LOCATION	1
thayetmyo	CITY	LOCATION	1
thongwa	CITY	LOCATION	1
toungoo	CITY	LOCATION	1
twante	CITY	LOCATION	1
wakema	CITY	LOCATION	1
yamethin	CITY	LOCATION	1
yandoon	CITY	LOCATION	1
yenangyaung	CITY	LOCATION	1
ye	CITY	LOCATION	1
baruun-urt	CITY	LOCATION	1
baruun urt	CITY	LOCATION	1
bulgan	CITY	LOCATION	1
darhan	CITY	LOCATION	1
erdenet	CITY	LOCATION	1
hovd	CITY	LOCATION	1
mandalgovi	CITY	LOCATION	1
moron	CITY	LOCATION	1
ondorhaan	CITY	LOCATION	1
suhbaatar	CITY	LOCATION	1
ulaanbaatar	CITY	LOCATION	1
ulaangom	CITY	LOCATION	1
atar	CITY	LOCATION	1
bababe	CITY	LOCATION	1
maghama	CITY	LOCATION	1
nouadhibou	CITY	LOCATION	1
nouakchott	CITY	LOCATION	1
albion	CITY	LOCATION	1
amaury	CITY	LOCATION	1
arsenal	CITY	LOCATION	1
baie du tombeau	CITY	LOCATION	3
baie-du-tombeau	CITY	LOCATION	3
bambous	CITY	LOCATION	1
bambous virieux	CITY	LOCATION	2
bambous-virieux	CITY	LOCATION	2
bananes	CITY	LOCATION	1
beau vallon	CITY	LOCATION	2
beau-vallon	CITY	LOCATION	2
bel air	CITY	LOCATION	2
bel-air	CITY	LOCATION	2
belle vue maurel	CITY	LOCATION	3
belle-vue-maurel	CITY	LOCATION	3
bois des amourettes	CITY	LOCATION	3
bois-des-amourettes	CITY	LOCATION	3
bon accueil	CITY	LOCATION	2
bon-accueil	CITY	LOCATION	2
brisee verdiere	CITY	LOCATION	2
brisee-verdiere	CITY	LOCATION	2
calebasses	CITY	LOCATION	1
camp de masque	CITY	LOCATION	3
camp-de-masque	CITY	LOCATION	3
camp de masque pave	CITY	LOCATION	4
camp-de-masque-pave	CITY	LOCATION	4
camp diable	CITY	LOCATION	2
camp-diable	CITY	LOCATION	2
camp ithier	CITY	LOCATION	2
camp-ithier	CITY	LOCATION	2
camp thorel	CITY	LOCATION	2
camp-thorel	CITY	LOCATION	2
cap malheureux	CITY	LOCATION	2
cap-malheureux	CITY	LOCATION	2
cascavelle	CITY	LOCATION	1
chamarel	CITY	LOCATION	1
chamouny	CITY	LOCATION	1
chemin grenier	CITY	LOCATION	2
chemin-grenier	CITY	LOCATION	2
clemencia	CITY	LOCATION	1
cluny	CITY	LOCATION	1
congomah	CITY	LOCATION	1
cottage	CITY	LOCATION	1
creve coeur	CITY	LOCATION	2
creve-coeur	CITY	LOCATION	2
curepipe	CITY	LOCATION	1
dagotiere	CITY	LOCATION	1
dubreuil	CITY	LOCATION	1
ecroignard	CITY	LOCATION	1
esperance	CITY	LOCATION	1
esperance	CITY	LOCATION	1
esperance trebuchet	CITY	LOCATION	2
esperance-trebuchet	CITY	LOCATION	2
flic en flac	CITY	LOCATION	3
flic-en-flac	CITY	LOCATION	3
fond du sac	CITY	LOCATION	3
fond-du-sac	CITY	LOCATION	3
goodlands	CITY	LOCATION	1
grand baie	CITY	LOCATION	2
grand-baie	CITY	LOCATION	2
grand bel air	CITY	LOCATION	3
grand-bel-air	CITY	LOCATION	3
grand bois	CITY	LOCATION	2
grand-bois	CITY	LOCATION	2
grande riviere noire	CITY	LOCATION	3
grande-riviere-noire	CITY	LOCATION	3
grand gaube	CITY	LOCATION	2
grand-gaube	CITY	LOCATION	2
grand river south east	CITY	LOCATION	4
grand-river-south-east	CITY	LOCATION	4
grand sable	CITY	LOCATION	2
grand-sable	CITY	LOCATION	2
gros cailloux	CITY	LOCATION	2
gros-cailloux	CITY	LOCATION	2
la gaulette	CITY	LOCATION	2
la-gaulette	CITY	LOCATION	2
lalmatie	CITY	LOCATION	1
laventure	CITY	LOCATION	1
le hochet	CITY	LOCATION	2
le-hochet	CITY	LOCATION	2
long mountain	CITY	LOCATION	2
long-mountain	CITY	LOCATION	2
mahebourg	CITY	LOCATION	1
mapou	CITY	LOCATION	1
mare la chaux	CITY	LOCATION	3
mare-la-chaux	CITY	LOCATION	3
melrose	CITY	LOCATION	1
midlands	CITY	LOCATION	1
moka	CITY	LOCATION	1
montagne blanche	CITY	LOCATION	2
montagne-blanche	CITY	LOCATION	2
new grove	CITY	LOCATION	2
new-grove	CITY	LOCATION	2
notre dame	CITY	LOCATION	2
notre-dame	CITY	LOCATION	2
nouvelle france	CITY	LOCATION	2
nouvelle-france	CITY	LOCATION	2
olivia	CITY	LOCATION	1
pailles	CITY	LOCATION	1
petite riviere	CITY	LOCATION	2
petite-riviere	CITY	LOCATION	2
petit raffray	CITY	LOCATION	2
petit-raffray	CITY	LOCATION	2
piton	CITY	LOCATION	1
plaine magnien	CITY	LOCATION	2
plaine-magnien	CITY	LOCATION	2
plaines des papayes	CITY	LOCATION	3
plaines-des-papayes	CITY	LOCATION	3
port louis	CITY	LOCATION	2
port-louis	CITY	LOCATION	2
poste de flacq	CITY	LOCATION	3
poste-de-flacq	CITY	LOCATION	3
providence	CITY	LOCATION	1
quartier militaire	CITY	LOCATION	2
quartier-militaire	CITY	LOCATION	2
quatre bornes	CITY	LOCATION	2
quatre-bornes	CITY	LOCATION	2
quatre cocos	CITY	LOCATION	2
quatre-cocos	CITY	LOCATION	2
quatre soeurs	CITY	LOCATION	2
quatre-soeurs	CITY	LOCATION	2
queen victoria	CITY	LOCATION	2
queen-victoria	CITY	LOCATION	2
ripailles	CITY	LOCATION	1
riviere des anguilles	CITY	LOCATION	3
riviere-des-anguilles	CITY	LOCATION	3
riviere du rempart	CITY	LOCATION	3
riviere-du-rempart	CITY	LOCATION	3
roches noires	CITY	LOCATION	2
roches-noires	CITY	LOCATION	2
roche terre	CITY	LOCATION	2
roche-terre	CITY	LOCATION	2
rose belle	CITY	LOCATION	2
rose-belle	CITY	LOCATION	2
saint aubin	CITY	LOCATION	2
saint-aubin	CITY	LOCATION	2
saint hubert	CITY	LOCATION	2
saint julien	CITY	LOCATION	2
saint-julien	CITY	LOCATION	2
saint pierre	CITY	LOCATION	2
saint-pierre	CITY	LOCATION	2
sebastopol	CITY	LOCATION	1
souillac	CITY	LOCATION	1
surinam	CITY	LOCATION	1
tamarin	CITY	LOCATION	1
terre rouge	CITY	LOCATION	2
terre-rouge	CITY	LOCATION	2
the vale	CITY	LOCATION	2
the-vale	CITY	LOCATION	2
triolet	CITY	LOCATION	1
verdun	CITY	LOCATION	1
dhidhdhoo	CITY	LOCATION	1
eydhafushi	CITY	LOCATION	1
felidhoo	CITY	LOCATION	1
funadhoo	CITY	LOCATION	1
hithadhoo	CITY	LOCATION	1
hithadhoo	CITY	LOCATION	1
kudahuvadhoo	CITY	LOCATION	1
kulhudhuffushi	CITY	LOCATION	1
magoodhoo	CITY	LOCATION	1
mahibadhoo	CITY	LOCATION	1
manadhoo	CITY	LOCATION	1
naifaru	CITY	LOCATION	1
nolhivaranfaru	CITY	LOCATION	1
thinadhoo	CITY	LOCATION	1
ugoofaaru	CITY	LOCATION	1
balaka	CITY	LOCATION	1
blantyre	CITY	LOCATION	1
chikwawa	CITY	LOCATION	1
chipoka	CITY	LOCATION	1
chiradzulu	CITY	LOCATION	1
chitipa	CITY	LOCATION	1
dedza	CITY	LOCATION	1
dowa	CITY	LOCATION	1
karonga	CITY	LOCATION	1
kasungu	CITY	LOCATION	1
lilongwe	CITY	LOCATION	1
livingstonia	CITY	LOCATION	1
liwonde	CITY	LOCATION	1
luchenza	CITY	LOCATION	1
machinga	CITY	LOCATION	1
mangochi	CITY	LOCATION	1
mchinji	CITY	LOCATION	1
monkey bay	CITY	LOCATION	2
monkey-bay	CITY	LOCATION	2
mponela	CITY	LOCATION	1
mulanje	CITY	LOCATION	1
mwanza	CITY	LOCATION	1
mzimba	CITY	LOCATION	1
nkhata bay	CITY	LOCATION	2
nkhata-bay	CITY	LOCATION	2
nkhotakota	CITY	LOCATION	1
nsanje	CITY	LOCATION	1
