O*NET-SOC Code	Reported Job Title	Shown in My Next Move
45-4011.00	Crew Leader	Y
45-4011.00	Field Laborer	N
45-4011.00	Foreman	Y
45-4011.00	Forest Resource Specialist	Y
45-4011.00	Forestry Support Specialist	N
45-4011.00	Geographic Information Systems Coordinator (GIS Coordinator)	N
45-4011.00	Park Maintainer	N
45-4011.00	Reforestation Worker	N
45-4011.00	Tree Planter	Y
45-4021.00	Cutter Operator	N
45-4021.00	Logger	Y
45-4021.00	Sawyer	N
45-4021.00	Timber Cutter	Y
45-4021.00	Timber Faller	Y
45-4021.00	Tree Faller	Y
45-4021.00	Tree Feller	N
45-4021.00	Tree Topper	N
45-4022.00	Cutter Operator	N
45-4022.00	Delimber Operator	N
45-4022.00	Feller Buncher Operator	N
45-4022.00	Grapple Skidder Operator	N
45-4022.00	Loader Operator	Y
45-4022.00	Log Processor Operator	N
45-4022.00	Logging Equipment Operator	Y
45-4022.00	Logging Shovel Operator	N
45-4022.00	Skidder Driver	Y
45-4022.00	Skidder Operator	Y
45-4023.00	Inspector	Y
45-4023.00	Log Buyer	Y
45-4023.00	Log Check Scaler	N
45-4023.00	Log Grader	Y
45-4023.00	Log Scaler	Y
45-4023.00	Log Yard Manager	N
45-4023.00	Procurement Forester	N
45-4023.00	Raw Material Manager	N
45-4023.00	Timber Buyer	N
45-4023.00	Veneer Grader	N
47-1011.00	Construction Foreman	Y
47-1011.00	Construction Superintendent	Y
47-1011.00	Construction Supervisor	Y
47-1011.00	Field Supervisor	N
47-1011.00	Foreman	N
47-1011.00	Job Superintendent	N
47-1011.00	Project Superintendent	N
47-1011.00	Site Superintendent	Y
47-1011.00	Superintendent	N
47-1011.00	Supervisor	N
47-1011.03	Branch Operations Manager	N
47-1011.03	Crew Lead	Y
47-1011.03	Crew Leader	Y
47-1011.03	Foreman	N
47-1011.03	Installation Manager	Y
47-1011.03	Installation Technician	N
47-1011.03	Residential Field Manager	N
47-1011.03	Solar Energy Installation Manager	Y
47-1011.03	Solar Installation Manager	N
47-1011.03	Solar Installation Supervisor	N
47-2011.00	Boiler Maker	Y
47-2011.00	Boiler Mechanic	Y
47-2011.00	Boiler Repairman	N
47-2011.00	Boiler Service Technician	N
47-2011.00	Boiler Technician	Y
47-2011.00	Boilermaker	Y
47-2011.00	Boilermaker Mechanic	N
47-2011.00	Boilermaker Pipe Fitter	N
47-2011.00	Boilermaker Welder	N
47-2011.00	Service Technician	N
47-2021.00	Block Layer	N
47-2021.00	Block Mason	N
47-2021.00	Brick and Block Mason	N
47-2021.00	Brick Layer	Y
47-2021.00	Brick Mason	Y
47-2021.00	Bricklayer	Y
47-2021.00	Brickmason	N
47-2021.00	Concrete Finisher	N
47-2021.00	Mason	Y
47-2021.00	Tender	N
47-2022.00	Mason	Y
47-2022.00	Stone Derrickman and Rigger	Y
47-2022.00	Stone Mason	Y
47-2022.00	Stone Setter	Y
47-2031.01	Assembler	Y
47-2031.01	Cabinet Maker	Y
47-2031.01	Carpenter Foreman	Y
47-2031.01	Carpentry Foreman	N
47-2031.01	Concrete Carpenter	N
47-2031.01	Construction Superintendent	N
47-2031.01	Construction Worker	N
47-2031.01	Foreman	Y
47-2031.01	Framer	N
47-2031.01	Production Worker	N
47-2031.02	Apprentice Carpenter	Y
47-2031.02	Bridge Carpenter	N
47-2031.02	Bridge Repair Crew Person	N
47-2031.02	Carpenter	Y
47-2031.02	Form Carpenter	Y
47-2031.02	Journeyman Carpenter	Y
47-2031.02	Rough Carpenter	N
47-2031.02	Union Carpenter	N
47-2041.00	Carpet Installer	Y
47-2041.00	Carpet Installer Helper	N
47-2041.00	Carpet Layer	N
47-2041.00	Carpet Mechanic	Y
47-2041.00	Commercial Floor Covering Installer	N
47-2041.00	Floor Coverer	N
47-2041.00	Floor Covering Installer	N
47-2041.00	Floor Installation Mechanic	N
47-2041.00	Flooring Installer	Y
47-2041.00	Installer	Y
47-2042.00	Floor Covering Contractor	Y
47-2042.00	Floor Coverings Installer	Y
47-2042.00	Floor Layer	N
47-2042.00	Flooring Helper	N
47-2042.00	Flooring Installer	Y
47-2042.00	Flooring Mechanic	N
47-2042.00	Tile Installer	N
47-2042.00	Tile Setter	N
47-2042.00	Vinyl Installer	Y
47-2043.00	Floor Finisher	Y
47-2043.00	Floor Mechanic	Y
47-2043.00	Floor Refinisher	N
47-2043.00	Floor Sander	Y
47-2043.00	Hardwood Floor Finisher	N
47-2043.00	Hardwood Floor Refinisher	N
47-2043.00	Hardwood Floor Sander	Y
47-2044.00	Ceramic Tile Mechanic	N
47-2044.00	Ceramic Tile Setter	N
47-2044.00	Marble Mason	N
47-2044.00	Tile and Marble Installer	Y
47-2044.00	Tile and Marble Setter	N
47-2044.00	Tile Finisher	N
47-2044.00	Tile Installer	Y
47-2044.00	Tile Mason	N
47-2044.00	Tile Mechanic	Y
47-2044.00	Tile Setter	Y
47-2051.00	Cement Finisher	Y
47-2051.00	Cement Mason	Y
47-2051.00	Concrete Finisher	Y
47-2051.00	Concrete Mason	N
47-2051.00	Finisher	Y
47-2051.00	Mason	N
47-2053.00	Grinder	N
47-2053.00	Installer	N
47-2053.00	Terrazzo Finisher	Y
47-2053.00	Terrazzo Grinder	N
47-2053.00	Terrazzo Installer	Y
47-2053.00	Terrazzo Journeyman	N
47-2053.00	Terrazzo Laborer	N
47-2053.00	Terrazzo Mechanic	N
47-2053.00	Terrazzo Tile Setter	Y
47-2053.00	Terrazzo Worker	Y
47-2061.00	Construction Laborer	Y
47-2061.00	Construction Worker	Y
47-2061.00	Curb and Gutter Laborer	N
47-2061.00	Drain Layer	N
47-2061.00	Drop Crew Laborer	N
47-2061.00	Helper	Y
47-2061.00	Laborer	Y
47-2061.00	Post Framer	N
47-2061.00	Skill Labor	N
47-2061.00	Union Laborer	N
47-2071.00	Asphalt Paver Operator	N
47-2071.00	Asphalt Raker	N
47-2071.00	Equipment Operator (EO)	Y
47-2071.00	Heavy Equipment Operator	N
47-2071.00	Maintenance Equipment Operator (MEO)	N
47-2071.00	Operator	N
47-2071.00	Paver Operator	Y
47-2071.00	Roller Operator	Y
47-2071.00	Screed Operator	N
47-2071.00	Truck Driver	Y
47-2072.00	Pile Driver	Y
47-2072.00	Pile Driver Operator	Y
47-2073.00	Back Hoe Operator	N
47-2073.00	Engineering Equipment Operator	N
47-2073.00	Equipment Operator	Y
47-2073.00	Heavy Equipment Operator	Y
47-2073.00	Loader Operator	N
47-2073.00	Machine Operator	N
47-2073.00	Motor Grader Operator	N
47-2073.00	Operating Engineer	Y
47-2073.00	Operator	Y
47-2073.00	Track Hoe Operator	N
47-2081.00	Ceiling Installer	Y
47-2081.00	Dry Wall Installer	N
47-2081.00	Drywall Finisher	Y
47-2081.00	Drywall Hanger	Y
47-2081.00	Drywall Mechanic	Y
47-2081.00	Exterior Interior Specialist	N
47-2081.00	Metal Framer	N
47-2081.00	Metal Stud Framer	N
47-2081.00	Sheetrock Hanger	N
47-2081.00	Sheetrock Installer	N
47-2082.00	Drywall Finisher	Y
47-2082.00	Drywall Finisher Foreman	N
47-2082.00	Drywall Finishing Foreman	N
47-2082.00	Drywall Foreman	N
47-2082.00	Drywall Mechanic	N
47-2082.00	Drywall Taper	Y
47-2082.00	Finisher	Y
47-2082.00	Taper	Y
47-2082.00	Taper/Finisher	N
47-2082.00	Taping Foreman	N
47-2111.00	Chief Electrician	Y
47-2111.00	Control Electrician	N
47-2111.00	Electrician	Y
47-2111.00	Industrial Electrician	N
47-2111.00	Inside Wireman	N
47-2111.00	Journeyman Electrician	Y
47-2111.00	Journeyman Wireman	N
47-2111.00	Maintenance Electrician	Y
47-2111.00	Mechanical Trades Specialist, Electrician	N
47-2111.00	Qualified Craft Worker, Electrician (QCW, Electrician)	N
47-2121.00	Automobile Glass Technician	N
47-2121.00	Commercial Glazier	Y
47-2121.00	Foreman	Y
47-2121.00	Glass Installer	N
47-2121.00	Glass Technician	N
47-2121.00	Glazer	Y
47-2121.00	Glazier	Y
47-2121.00	Glazing Superintendent	N
47-2121.00	Journeyman Glazier	N
47-2121.00	Master Glazier	N
47-2131.00	Attic Blower	N
47-2131.00	Installer	Y
47-2131.00	Insulation Estimator	Y
47-2131.00	Insulation Installer	Y
47-2131.00	Insulation Mechanic	N
47-2131.00	Insulation Worker	N
47-2131.00	Insulator	Y
47-2131.00	Retrofit Installer	N
47-2131.00	Spray Foam Installer	N
47-2131.00	Warehouse Insulation Worker	N
47-2132.00	Commercial Insulator	N
47-2132.00	Heat and Frost Insulator	N
47-2132.00	Industrial Insulator	Y
47-2132.00	Insulation Helper	N
47-2132.00	Insulation Installer	N
47-2132.00	Insulation Mechanic	Y
47-2132.00	Insulation Worker	N
47-2132.00	Insulator	Y
47-2132.00	Mechanic Insulator	N
47-2132.00	Mechanical Insulator	Y
47-2141.00	Facilities Painter	N
47-2141.00	Foreman	N
47-2141.00	Highway Painter	N
47-2141.00	House Painter	N
47-2141.00	Industrial Painter	Y
47-2141.00	Journeyman Painter	N
47-2141.00	Maintenance Painter	Y
47-2141.00	Painter	Y
47-2141.00	Painter Foreman	N
47-2141.00	Senior Painter	Y
47-2142.00	Bill Board Poster	N
47-2142.00	Bill Poster	Y
47-2142.00	Hanger	N
47-2142.00	Paper Hanger	Y
47-2142.00	Paperhanger	Y
47-2142.00	Vinyl Hanger	N
47-2142.00	Wall Covering Contractor	N
47-2142.00	Wall Covering Installer	N
47-2142.00	Wallpaper Hanger	Y
47-2142.00	Wallpaper Installer	N
47-2151.00	Construction Laborer	Y
47-2151.00	Equipment Operator	Y
47-2151.00	Heavy Equipment Operator	Y
47-2151.00	Machine Operator	N
47-2151.00	Pipe Crew Foreman	N
47-2151.00	Pipe Foreman	N
47-2151.00	Pipelayer	Y
47-2151.00	Skilled Laborer	N
47-2151.00	Tailman	N
47-2151.00	Waste Water Worker	N
47-2152.01	Equipment Service Associate (ESA)	N
47-2152.01	Fire Sprinkler Service Technician	N
47-2152.01	Journeyman Pipe Fitter	N
47-2152.01	Journeyman Pipefitter	N
47-2152.01	Machine Repairman	N
47-2152.01	Pipe Fitter	Y
47-2152.01	Pipe Welder	N
47-2152.01	Pipefitter	Y
47-2152.01	Sprinkler Fitter	Y
47-2152.01	Steamfitter	Y
47-2152.02	Commercial Plumber	N
47-2152.02	Drain Cleaner, Plumber	N
47-2152.02	Drain Technician	Y
47-2152.02	Journeyman Plumber	Y
47-2152.02	Master Plumber	Y
47-2152.02	Plumber	Y
47-2152.02	Plumber Gasfitter	N
47-2152.02	Plumbing and Heating Mechanic	N
47-2152.02	Residential Plumber	N
47-2152.02	Service Plumber	N
47-2161.00	Applicator	N
47-2161.00	Artisan Plasterer	N
47-2161.00	Plaster and Stucco Worker	N
47-2161.00	Plaster Applicator	N
47-2161.00	Plaster Foreman	Y
47-2161.00	Plaster Mechanic	Y
47-2161.00	Plasterer	Y
47-2161.00	Plasterer Foreman	Y
47-2161.00	Plasterer Journeyman	N
47-2161.00	Plastering Contractor	N
47-2171.00	Field Ironworker	N
47-2171.00	Iron Installer	N
47-2171.00	Iron Worker	Y
47-2171.00	Iron Worker Foreman	N
47-2171.00	Ironworker	Y
47-2171.00	Ironworker Foreman	Y
47-2171.00	Reinforced Ironworker	N
47-2171.00	Rodbuster	Y
47-2171.00	Rodman	N
47-2171.00	Steel Tier	N
47-2181.00	Commercial Roofer	N
47-2181.00	Industrial Roofer	N
47-2181.00	Metal Roofing Mechanic	N
47-2181.00	Residential Roofer	N
47-2181.00	Roof Mechanic	Y
47-2181.00	Roof Service Technician	N
47-2181.00	Roofer	Y
47-2181.00	Roofing Foreman	Y
47-2181.00	Roofing Technician	Y
47-2181.00	Sheet Metal Roofer	N
47-2211.00	Field Installer	N
47-2211.00	HVAC Sheet Metal Installer (Heating, Ventilation, and Air Conditioning Sheet Metal Installer)	Y
47-2211.00	Journeyman Sheet Metal Worker	Y
47-2211.00	Sheet Metal Apprentice	N
47-2211.00	Sheet Metal Fabricator	N
47-2211.00	Sheet Metal Foreman	N
47-2211.00	Sheet Metal Installer	N
47-2211.00	Sheet Metal Layout Mechanic	N
47-2211.00	Sheet Metal Mechanic	Y
47-2211.00	Sheet Metal Worker	Y
47-2221.00	Fitter	N
47-2221.00	Fitter / Welder	Y
47-2221.00	Iron Worker	Y
47-2221.00	Iron Worker Foreman	N
47-2221.00	Ironworker	Y
47-2221.00	Rigger	N
47-2221.00	Steel Fabricator	N
47-2221.00	Steel Worker	Y
47-2221.00	Structural Steel Erector	N
47-2221.00	Tower Hand	N
47-2231.00	Installer	Y
47-2231.00	Photovoltaic Installer (PV Installer)	Y
47-2231.00	PV Design and Installation Technician	N
47-2231.00	Solar Designer/Installer	N
47-2231.00	Solar Installer	N
47-2231.00	Solar Installer Technician	N
47-2231.00	Solar Photovoltaic Installer (Solar PV Installer)	Y
47-2231.00	Solar Technician	Y
47-3011.00	Brick and Blocker Aid, Labor	N
47-3011.00	Bricklayer Helper	Y
47-3011.00	Helper	Y
47-3011.00	Helper, Marble Finisher	N
47-3011.00	Hod Carrier	Y
47-3011.00	Lead Mason Tender	N
47-3011.00	Mason Tender	Y
47-3011.00	Mason Tender, Restoration Labor	N
47-3011.00	Mortar Mixer	N
47-3011.00	Tender, Labor	N
47-3012.00	Carpenter Assistant, Installer	Y
47-3012.00	Carpenter Helper	Y
47-3012.00	Carpenter's Helper	Y
47-3012.00	Carpenter/Labor	N
47-3012.00	Carpentry	N
47-3012.00	Drywall Hanger, Framer	N
47-3012.00	Form Setter	Y
47-3012.00	Form Setter/Driver	N
47-3012.00	Framing and Hanging	N
47-3012.00	Hanger	N
47-3013.00	Apprentice Electrician	Y
47-3013.00	Cable Puller	N
47-3013.00	Electrical Apprentice	Y
47-3013.00	Electrician Apprentice	N
47-3013.00	Electrician Helper	Y
47-3013.00	Electrician's Helper	Y
47-3013.00	Unindentured Apprentice	N
47-3014.00	Exterior Insulation and Finish System Installer (EIFS Installer)	N
47-3014.00	Painter Helper	Y
47-3014.00	Plaster Helper	Y
47-3014.00	Plaster Tender	Y
47-3014.00	Scaffold Setter	Y
47-3014.00	Stucco Laborer	N
47-3014.00	Wallboard Worker	N
47-3015.00	Apprentice	Y
47-3015.00	Apprentice Plumber	N
47-3015.00	Drain Technician	N
47-3015.00	Gas Fitter	N
47-3015.00	Helper	Y
47-3015.00	Irrigation Technician	N
47-3015.00	Plumber Apprentice	N
47-3015.00	Plumber's Helper	Y
47-3015.00	Service Technician	N
47-3015.00	Sprinkler Fitter	Y
47-3016.00	Kettleman	N
47-3016.00	Roof Technician	Y
47-3016.00	Roofer Helper	Y
47-3016.00	Roofing Apprentice	Y
47-3016.00	Roofing Laborer	Y
47-4011.00	Building Code Administrator	N
47-4011.00	Building Inspection Engineer	Y
47-4011.00	Building Inspector	Y
47-4011.00	Building Official	N
47-4011.00	Combination Building Inspector	Y
47-4011.00	Construction Inspector	Y
47-4011.00	Construction Materials Testing Technician	N
47-4011.00	Elevator Inspector	N
47-4011.00	Inspector	N
47-4011.00	Plumbing Inspector	N
47-4021.00	Elevator Adjuster	Y
47-4021.00	Elevator Constructor	N
47-4021.00	Elevator Mechanic	Y
47-4021.00	Elevator Repair and Maintenance Technician	N
47-4021.00	Elevator Service Mechanic	Y
47-4021.00	Elevator Service Technician	Y
47-4021.00	Elevator Serviceman	N
47-4021.00	Elevator Technician	N
47-4021.00	Elevator Troubleshooter	N
47-4021.00	Escalator Service Mechanic	N
47-4031.00	Fence Builder	Y
47-4031.00	Fence Erector	Y
47-4031.00	Fence Installer	Y
47-4031.00	Fence Laborer	Y
47-4031.00	Wood Fence Erector	N
47-4041.00	Abatement Worker	N
47-4041.00	Asbestos Abatement Worker	Y
47-4041.00	Asbestos Hazard Abatement Worker	N
47-4041.00	Asbestos Remover	Y
47-4041.00	Asbestos Worker	Y
47-4041.00	Decontamination / Decommissioning Operator (D & D Operator)	N
47-4041.00	Field Technician	Y
47-4041.00	Hazmat Technician (Hazardous Materials Technician)	N
47-4041.00	Site Worker	N
47-4041.00	Waste Handling Technician	N
47-4051.00	Equipment Operator (EO)	Y
47-4051.00	Heavy Equipment Operator	N
47-4051.00	Highway Maintainer	Y
47-4051.00	Highway Maintenance Crew Worker	N
47-4051.00	Highway Maintenance Technician	Y
47-4051.00	Highway Maintenance Worker	Y
47-4051.00	Highway Worker	N
47-4051.00	Transportation Maintenance Operator	N
47-4051.00	Transportation Maintenance Specialist (TMS)	N
47-4051.00	Truck Driver	N
47-4061.00	Machine Operator	N
47-4061.00	Rail Maintenance Worker	N
47-4061.00	Track Equipment Operator (TEO)	N
47-4061.00	Track Inspector	Y
47-4061.00	Track Laborer	Y
47-4061.00	Track Maintainer	Y
47-4061.00	Track Repairer	Y
47-4061.00	Track Supervisor	N
47-4061.00	Track Walker	N
47-4061.00	Trackman	N
47-4071.00	Drain Cleaner	Y
47-4071.00	Maintenance Worker	N
47-4071.00	Public Works Technician	N
47-4071.00	Septic Cleaner	N
47-4071.00	Septic Pump Truck Driver	Y
47-4071.00	Service Technician	Y
47-4071.00	Sewer and Drain Cleaner	N
47-4071.00	Sewer and Drain Technician	Y
47-4071.00	Utility Worker	N
47-4091.00	Cutter	Y
47-4091.00	Paver	Y
47-4091.00	Paver Installer	Y
47-4091.00	Paver Layer	N
47-4091.00	Paving Stone Installer	Y
47-4091.00	Segmental Wall Installer	N
47-4099.02	Installer	Y
47-4099.02	Maintenance Technician	N
47-4099.02	Service Technician	Y
47-4099.02	Solar Energy Technician	N
47-4099.02	Solar Hot Water Installer (SHW Installer)	N
47-4099.02	Solar Installer	Y
47-4099.02	Solar Maintenance Technician	N
47-4099.02	Solar System Installer	N
47-4099.02	Solar Technician	Y
47-4099.02	Solar Thermal Installer	N
47-4099.03	Building Analyst/Supervisor	N
47-4099.03	Director of Housing and Energy Services	N
47-4099.03	Energy Administrator	N
47-4099.03	Energy Assistant	N
47-4099.03	Energy Auditor	N
47-4099.03	Energy Conservation Director	N
47-4099.03	Housing Director	Y
47-4099.03	Lead Weatherization Installer-Technician	Y
47-4099.03	Weatherization Director	Y
47-4099.03	Weatherization Installer	Y
47-5011.00	Derrick Hand	Y
47-5011.00	Derrick Man	Y
47-5011.00	Derrick Operator	Y
47-5011.00	Derrick Worker	N
47-5011.00	Floor Hand	Y
47-5012.00	Daylight Driller	Y
47-5012.00	Drill Foreman	Y
47-5012.00	Drill Operator	N
47-5012.00	Driller	Y
47-5012.00	Drilling Rig Operator	N
47-5012.00	Motor Man	N
47-5012.00	Oil Rig Driller	N
47-5012.00	Oil Well Driller	N
47-5012.00	Relief Driller	N
47-5012.00	Tool Pusher	Y
47-5013.00	Fisherman	Y
47-5013.00	Operator	Y
47-5013.00	Pulling Unit Operator	Y
47-5013.00	Reverse Unit Operator-Fisherman	N
47-5013.00	Rig Operator	Y
47-5013.00	Service Operator	N
47-5013.00	Service Rig Operator	N
47-5013.00	Tool Pusher	N
47-5013.00	Well Servicing Rig Operator	N
47-5013.00	Wireline Operator	N
47-5021.00	Blast Hole Driller	Y
47-5021.00	Blaster	Y
47-5021.00	Blasting Production Technician	N
47-5021.00	Drill Operator	Y
47-5021.00	Driller	Y
47-5021.00	Hard Rock Drill Operator	N
47-5021.00	Highwall Drill Operator	N
47-5021.00	Overburden Drill Operator	N
47-5021.00	Rock Drill Operator	N
47-5021.00	Well Driller	N
47-5031.00	Blaster	Y
47-5031.00	Explosive Technician	Y
47-5031.00	Powderman	Y
47-5031.00	Unexploded Ordnance Quality Control Officer	Y
47-5041.00	Continuous Miner Operator (CMO)	Y
47-5041.00	Continuous Mining Machine Operator	Y
47-5041.00	Miner	Y
47-5041.00	Miner Operator	Y
47-5042.00	Bore Miner Operator	N
47-5042.00	Coal Miner	Y
47-5042.00	Longwall Shearer Operator	Y
47-5042.00	Miner Operator	Y
47-5042.00	Shear Operator	Y
47-5042.00	Shearer Operator	N
47-5042.00	Underground Heavy Equipment Operator	N
47-5042.00	Underground Miner	N
47-5051.00	Blaster	N
47-5051.00	Driller	Y
47-5051.00	Quarry Worker	Y
47-5051.00	Rock Splitter	Y
47-5051.00	Splitter Operator	N
47-5051.00	Stone Breaker	N
47-5051.00	Stone Splitter	Y
47-5061.00	Bolt Machine Operator	N
47-5061.00	Bolt Man	N
47-5061.00	Inby (Roof Bolter)	Y
47-5061.00	Roof Bolter	Y
47-5061.00	Roof Bolter Operator	Y
47-5061.00	Underground Coal Miner (Roof Bolter)	Y
47-5061.00	Underground Roof Bolter	N
47-5071.00	Floor Hand	Y
47-5071.00	Galley Hand	N
47-5071.00	Oil Field Roustabout	N
47-5071.00	Production Roustabout	N
47-5071.00	Rig Hand	N
47-5071.00	Roustabout	Y
47-5071.00	Roustabout Crew Leader	N
47-5071.00	Roustabout Crew Pusher	N
47-5071.00	Roustabout Hand	Y
47-5071.00	Roustabout Pusher	Y
47-5081.00	Blasting Helper	Y
47-5081.00	Coal Miner	Y
47-5081.00	Continuous Miner Operator Helper	N
47-5081.00	Driller Helper	Y
47-5081.00	Longwall Machine Operator Helper	N
47-5081.00	Maintainer	Y
47-5081.00	Miner Helper	N
47-5081.00	Mining Technician	N
47-5081.00	Salt Miner	N
47-5081.00	Underground Miner	N
49-1011.00	Crew Leader	N
49-1011.00	Electrical Foreman	Y
49-1011.00	Facilities Manager	Y
49-1011.00	Facility Maintenance Supervisor	N
49-1011.00	Maintenance Foreman	Y
49-1011.00	Maintenance Manager	N
49-1011.00	Maintenance Planner	N
49-1011.00	Maintenance Supervisor	Y
49-1011.00	Production Crew Supervisor	N
49-1011.00	Superintendent	N
49-2011.00	ATM Technician (Automated Teller Machine Technician)	Y
49-2011.00	Computer Repair Technician	N
49-2011.00	Computer Technician	Y
49-2011.00	Copier Technician	Y
49-2011.00	Customer Service Engineer	N
49-2011.00	Field Engineer	N
49-2011.00	Field Service Engineer	N
49-2011.00	Field Service Technician	N
49-2011.00	Field Technician	N
49-2011.00	Service Technician	Y
49-2021.00	Avionics Repair Technician	N
49-2021.00	Avionics Technician	Y
49-2021.00	Communications Tower Technician	Y
49-2021.00	Field Service Technician	N
49-2021.00	Installation Technician (Installation Tech)	N
49-2021.00	Installer	N
49-2021.00	Radio Technician	N
49-2021.00	Tower Climber	Y
49-2021.00	Tower Hand	N
49-2021.00	Tower Technician	Y
49-2021.01	Electronics Technician	Y
49-2021.01	Field Service Technician	N
49-2021.01	Field Technician	Y
49-2021.01	Radio Frequency Technician	Y
49-2021.01	Radio Repairman	N
49-2021.01	Radio Technician	Y
49-2021.01	Two-Way Radio Technician	N
49-2022.00	Central Office Technician	Y
49-2022.00	Combination Technician	N
49-2022.00	Communications Technician	N
49-2022.00	Customer Service Technician (CST)	N
49-2022.00	Field Technician	N
49-2022.00	Install / Repair Technician	Y
49-2022.00	Installer	Y
49-2022.00	Outside Plant Technician	N
49-2022.00	Service Technician	Y
49-2022.00	Telecommunications Technician	N
49-2091.00	Aircraft Electrical Systems Specialist	N
49-2091.00	Aircraft Technician	N
49-2091.00	Aviation Electrical Technician	Y
49-2091.00	Aviation Electronics Technician	N
49-2091.00	Avionics Electronics Technician	Y
49-2091.00	Avionics Installer	Y
49-2091.00	Avionics Manager	N
49-2091.00	Avionics Systems Integration Specialist	N
49-2091.00	Avionics Technician	Y
49-2091.00	Electronic Technician	N
49-2092.00	Electric Motor Repairman	N
49-2092.00	Electric Motor Winder	Y
49-2092.00	Electro Mechanic	N
49-2092.00	Maintenance Technician	Y
49-2092.00	Mechanic	Y
49-2092.00	Motor Mechanic	N
49-2092.00	Power Tool Repair Technician	N
49-2092.00	Repair Technician	Y
49-2092.00	Service Technician	N
49-2092.00	Tool Repair Technician	N
49-2093.00	Boat Rigger	Y
49-2093.00	Critical Systems Technician	Y
49-2093.00	Electronic Bench Technician	N
49-2093.00	Electronic Technician	Y
49-2093.00	Electronics Mechanic	N
49-2093.00	Locomotive Electrician	N
49-2093.00	Marine Electrician	Y
49-2093.00	Mechanical Electrical Plumbing Supervisor (MEP Supervisor)	N
49-2093.00	Radio Technician	N
49-2093.00	Troubleshooter	N
49-2094.00	Control Technician	Y
49-2094.00	Electrical and Instrument Mechanic	N
49-2094.00	Electrical and Instrument Technician (E&I Tech)	N
49-2094.00	Electrical Maintenance Technician	Y
49-2094.00	Electrical Technician	Y
49-2094.00	I&C Tech (Instrument and Control Technician)	N
49-2094.00	Instrument and Electrical Technician (I&E Tech)	N
49-2094.00	Repair Technician	N
49-2094.00	Service Technician	N
49-2094.00	Technical Support Specialist	Y
49-2095.00	Apparatus Lineman	N
49-2095.00	Electrical and Instrumentation Technician (E & I Technician)	Y
49-2095.00	Heavy Equipment Technician	N
49-2095.00	Instrument and Control Technician (I & C Technician)	N
49-2095.00	Meter / Relay Technician	N
49-2095.00	Relay Technician	Y
49-2095.00	Substation Electrician	Y
49-2095.00	Substation Mechanic	N
49-2095.00	Substation Technician	Y
49-2095.00	Wireman	N
49-2096.00	Auto Electrician	N
49-2096.00	Automotive Technician	Y
49-2096.00	Car Audio Installer	N
49-2096.00	Car Stereo Installer	Y
49-2096.00	Electronic Equipment Installer	N
49-2096.00	Electronic Technician	Y
49-2096.00	Installation Technician	N
49-2096.00	Installer	Y
49-2096.00	Mobile Electronics Installation Specialist	N
49-2096.00	Radio Technician	N
49-2097.00	Electronic Technician	Y
49-2097.00	Field Service Representative	N
49-2097.00	Field Service Technician	Y
49-2097.00	Home Theater Installer	Y
49-2097.00	Installer	N
49-2097.00	Low Voltage Electrician	N
49-2097.00	Satellite Installer	Y
49-2097.00	Service Technician	N
49-2097.00	Television Analyzer	N
49-2097.00	Television Repairman	N
49-2098.00	Alarm Technician	Y
49-2098.00	Fire Alarm Technician	Y
49-2098.00	Home Security Alarm Installer	N
49-2098.00	Install Technician	N
49-2098.00	Installation Technician	Y
49-2098.00	Installer	N
49-2098.00	Security Installation Technician	N
49-2098.00	Security Installer	N
49-2098.00	Security Technician	N
49-2098.00	Service Technician	Y
49-3011.00	Aircraft Maintenance Director	N
49-3011.00	Aircraft Maintenance Supervisor	N
49-3011.00	Aircraft Maintenance Technician (Aircraft Maintenance Tech)	N
49-3011.00	Aircraft Mechanic	Y
49-3011.00	Aircraft Restorer	N
49-3011.00	Aircraft Technician	Y
49-3011.00	Airframe and Powerplant Mechanic (A and P Mechanic)	Y
49-3011.00	Aviation Maintenance Technician (AMT)	N
49-3011.00	Aviation Mechanic	Y
49-3011.00	Helicopter Mechanic	N
49-3021.00	Auto Body Man	Y
49-3021.00	Auto Body Repair Technician	N
49-3021.00	Auto Body Repairer	N
49-3021.00	Auto Body Repairman	N
49-3021.00	Auto Body Technician	Y
49-3021.00	Autobody Technician	N
49-3021.00	Automotive Painter	N
49-3021.00	Body and Frame Man	N
49-3021.00	Body Man	Y
49-3021.00	Body Technician	Y
49-3022.00	Automotive Glass Installer (Auto Glass Installer)	Y
49-3022.00	Automotive Glass Technician (Auto Glass Technician)	Y
49-3022.00	Automotive Glazier (Auto Glazier)	N
49-3022.00	Glass Installer	N
49-3022.00	Glass Installer Technician	Y
49-3022.00	Glass Technician	Y
49-3022.00	Glass Technician/Installer	N
49-3022.00	Master Automotive Glass Technician (Master Auto Glass Technician)	N
49-3022.00	Windshield Installer	N
49-3022.00	Windshield Repair Technician	N
49-3023.01	Auto Technician	Y
49-3023.01	Automobile Technician	N
49-3023.01	Automotive Service Technician	Y
49-3023.01	Automotive Technician	Y
49-3023.01	Certified ASE Master Automotive Technician (Certified Automotive Service Excellence Master Automotive Technician)	N
49-3023.01	Master Automotive Technician	N
49-3023.01	Master Technician	N
49-3023.01	Mechanic	Y
49-3023.01	Shop Foreman	N
49-3023.01	Truck Technician	N
49-3023.02	A/C Technician (Air Conditioning Technician)	N
